Date,Price,Open,High,Low,Vol.,Change %,,Rolling Change
05-05-2025,"35,991.25","36,042.60","36,352.40","35,949.35",21.18M,0.28%,,0.23%
06-05-2025,"35,869.20","36,129.30","36,314.20","35,778.80",21.85M,-0.34%,,0.23%
07-05-2025,"35,920.30","35,479.10","36,042.25","35,440.65",24.86M,0.14%,,0.14%
08-05-2025,"36,002.45","35,960.95","36,240.25","35,832.80",30.71M,0.23%,,0.21%
09-05-2025,"35,880.10","35,490.90","35,929.30","35,488.40",22.09M,-0.34%,,-0.02%
12-05-2025,"38,282.55","36,656.65","38,356.10","36,600.75",43.16M,6.70%,,0.99%
13-05-2025,"37,354.60","38,326.40","38,326.40","37,304.95",36.65M,-2.42%,,0.61%
14-05-2025,"37,853.55","37,480.60","37,913.80","37,379.15",21.96M,1.34%,,0.76%
15-05-2025,"38,293.80","37,929.10","38,377.35","37,456.75",37.31M,1.16%,,0.97%
16-05-2025,"37,972.35","38,351.90","38,351.90","37,814.90",18.01M,-0.84%,,0.83%
19-05-2025,"37,477.80","37,845.60","37,917.20","37,429.60",21.75M,-1.30%,,0.61%
20-05-2025,"37,283.50","37,722.20","38,019.05","37,234.20",25.35M,-0.52%,,0.59%
21-05-2025,"37,540.10","37,418.25","37,618.90","37,112.60",14.56M,0.69%,,-0.27%
22-05-2025,"37,050.15","37,246.25","37,316.30","36,868.55",25.37M,-1.31%,,-0.11%
23-05-2025,"37,403.55","37,108.70","37,826.40","37,062.80",17.91M,0.95%,,-0.17%
26-05-2025,"37,785.90","37,491.10","37,819.65","37,442.85",10.64M,1.02%,,-0.19%
27-05-2025,"37,501.45","37,777.90","37,798.70","37,323.30",22.39M,-0.75%,,-0.17%
28-05-2025,"37,465.75","37,751.40","37,777.50","37,440.70",14.85M,-0.10%,,0.00%
29-05-2025,"37,754.15","37,762.15","38,121.40","37,585.05",29.69M,0.77%,,0.18%
30-05-2025,"37,321.75","37,646.40","37,665.45","37,241.25",39.45M,-1.15%,,-0.08%
02-06-2025,"37,061.85","37,147.85","37,172.60","36,770.15",18.97M,-0.70%,,0.01%
03-06-2025,"36,814.90","37,199.65","37,367.35","36,740.55",24.28M,-0.67%,,-0.23%
04-06-2025,"36,938.10","36,831.30","37,088.50","36,762.80",20.11M,0.33%,,-0.32%
05-06-2025,"37,107.95","37,034.45","37,408.25","36,886.25",23.54M,0.46%,,-0.15%
06-06-2025,"37,294.85","37,134.15","37,356.30","36,910.95",15.08M,0.50%,,-0.07%
09-06-2025,"37,669.20","37,522.50","37,786.25","37,445.30",18.63M,1.00%,,-0.03%
10-06-2025,"38,300.00","37,871.60","38,567.75","37,825.15",37.63M,1.67%,,0.37%
11-06-2025,"38,784.30","38,355.50","38,834.75","38,215.00",42.41M,1.26%,,0.65%
12-06-2025,"38,460.30","38,732.95","38,891.05","38,227.25",38.40M,-0.84%,,0.63%
13-06-2025,"38,469.25","37,769.50","38,687.55","37,722.20",24.75M,0.02%,,0.58%
16-06-2025,"39,073.05","38,440.85","39,258.40","38,369.05",25.43M,1.57%,,0.74%
17-06-2025,"39,356.10","39,123.00","39,499.15","38,977.95",24.13M,0.72%,,0.77%
18-06-2025,"39,030.90","39,220.35","39,572.50","38,963.80",18.51M,-0.83%,,0.51%
19-06-2025,"38,664.95","38,945.35","38,966.80","38,429.40",30.24M,-0.94%,,0.14%
20-06-2025,"38,991.45","38,674.20","39,041.05","38,454.05",34.05M,0.84%,,0.08%
23-06-2025,"38,414.10","38,642.15","38,646.50","38,278.70",21.92M,-1.48%,,-0.01%
24-06-2025,"38,417.95","38,852.65","38,936.55","38,380.00",25.85M,0.01%,,-0.02%
25-06-2025,"39,046.30","38,635.00","39,109.25","38,605.50",19.98M,1.64%,,-0.01%
26-06-2025,"38,996.25","38,996.65","39,103.35","38,760.15",27.52M,-0.13%,,-0.13%
27-06-2025,"38,822.95","39,125.75","39,357.75","38,707.15",39.11M,-0.44%,,-0.07%
30-06-2025,"38,950.00","38,945.85","39,011.95","38,652.30",21.04M,0.33%,,0.11%
01-07-2025,"38,833.15","39,004.65","39,282.95","38,725.25",17.39M,-0.30%,,-0.05%
02-07-2025,"38,879.10","39,080.30","39,519.50","38,738.85",27.48M,0.12%,,0.18%
03-07-2025,"38,854.30","39,009.85","39,203.70","38,803.75",22.48M,-0.06%,,0.17%
04-07-2025,"39,166.55","38,968.10","39,191.90","38,784.40",16.23M,0.80%,,0.05%
07-07-2025,"38,866.95","39,146.15","39,176.65","38,799.70",14.54M,-0.76%,,-0.04%
08-07-2025,"38,983.25","38,837.00","39,238.20","38,732.55",18.50M,0.30%,,0.06%
09-07-2025,"38,680.85","38,986.80","38,999.75","38,540.65",24.22M,-0.78%,,-0.10%
10-07-2025,"38,376.65","38,713.80","38,715.20","38,197.35",22.31M,-0.79%,,-0.17%
11-07-2025,"37,693.25","37,702.55","37,990.80","37,558.10",40.66M,-1.78%,,-0.44%
14-07-2025,"37,273.70","37,643.35","37,664.20","37,016.10",30.91M,-1.11%,,-0.59%
15-07-2025,"37,424.60","37,077.00","37,664.90","37,048.95",38.90M,0.40%,,-0.65%
16-07-2025,"37,660.75","37,325.70","37,758.50","37,258.05",30.68M,0.63%,,-0.45%
17-07-2025,"37,138.55","37,552.85","37,666.55","37,060.70",32.56M,-1.39%,,-0.69%
18-07-2025,"37,141.90","37,366.70","37,419.60","36,951.85",49.85M,0.01%,,-0.58%
21-07-2025,"37,031.75","37,109.80","37,164.85","36,780.05",25.95M,-0.30%,,-0.51%
22-07-2025,"36,858.90","36,963.65","37,121.00","36,827.40",24.77M,-0.47%,,-0.32%
23-07-2025,"36,951.50","36,958.30","37,086.60","36,745.20",25.69M,0.25%,,-0.12%
24-07-2025,"36,135.80","36,949.30","36,974.05","36,097.65",48.55M,-2.21%,,-0.50%
25-07-2025,"35,623.75","35,998.00","36,271.10","35,531.65",34.10M,-1.42%,,-0.79%
28-07-2025,"35,370.05","35,521.70","35,566.55","35,049.90",28.69M,-0.71%,,-0.69%
29-07-2025,"35,373.25","35,270.90","35,438.75","35,101.50",37.02M,0.01%,,-0.69%
30-07-2025,"35,481.70","35,453.05","35,531.55","35,258.00",20.93M,0.31%,,-0.61%
31-07-2025,"35,301.65","35,218.85","35,589.00","34,999.25",25.05M,-0.51%,,-0.61%
01-08-2025,"34,649.60","35,118.60","35,166.40","34,586.90",24.47M,-1.85%,,-0.91%
04-08-2025,"35,203.35","34,558.70","35,219.85","34,324.85",23.00M,1.60%,,-0.37%
05-08-2025,"35,034.50","35,196.75","35,196.75","34,854.30",27.92M,-0.48%,,-0.23%
06-08-2025,"34,426.25","34,957.95","34,990.35","34,347.45",25.94M,-1.74%,,-0.38%
07-08-2025,"34,726.80","34,284.95","34,808.05","34,224.55",25.18M,0.87%,,-0.26%
08-08-2025,"34,398.50","34,603.00","34,643.75","34,350.85",30.09M,-0.95%,,-0.44%
11-08-2025,"34,544.65","34,367.25","34,624.40","34,228.00",17.41M,0.42%,,-0.30%
12-08-2025,"34,674.30","34,589.85","35,072.50","34,561.30",29.74M,0.38%,,0.01%
13-08-2025,"34,692.95","34,756.65","34,842.15","34,552.85",24.70M,0.05%,,-0.21%
14-08-2025,"34,833.20","34,732.25","35,332.20","34,732.25",37.83M,0.40%,,-0.08%
18-08-2025,"34,634.95","35,152.70","35,158.70","34,514.00",21.93M,-0.57%,,0.09%
19-08-2025,"34,756.70","34,618.85","34,825.30","34,549.05",16.67M,0.35%,,0.01%
20-08-2025,"35,690.05","34,647.20","35,773.65","34,647.20",41.79M,2.69%,,0.53%
21-08-2025,"35,723.90","35,918.80","35,922.55","35,461.45",24.18M,0.09%,,0.48%
22-08-2025,"35,440.85","35,735.45","35,767.15","35,415.40",27.64M,-0.79%,,0.32%
25-08-2025,"36,280.10","35,795.50","36,445.30","35,795.50",39.06M,2.37%,,0.65%
26-08-2025,"36,063.20","36,106.80","36,324.30","35,998.95",46.15M,-0.60%,,0.51%
28-08-2025,"35,488.80","36,017.15","36,018.95","35,444.20",22.83M,-1.59%,,0.36%
29-08-2025,"35,181.25","35,491.60","35,575.20","35,130.35",28.10M,-0.87%,,0.19%
01-09-2025,"35,740.65","35,255.30","35,787.70","35,255.30",14.50M,1.59%,,0.03%
02-09-2025,"35,737.90","35,767.00","36,061.10","35,541.20",16.86M,-0.01%,,0.01%
03-09-2025,"35,474.95","35,807.95","35,832.00","35,293.10",15.43M,-0.74%,,0.02%
04-09-2025,"35,143.10","35,580.60","35,599.30","35,093.40",17.43M,-0.94%,,-0.45%
05-09-2025,"34,635.85","35,234.75","35,331.50","34,343.40",23.51M,-1.44%,,-0.57%
08-09-2025,"34,310.45","34,744.90","34,912.85","34,259.40",19.55M,-0.94%,,-0.48%
09-09-2025,"35,255.95","34,773.05","35,304.85","34,770.35",35.89M,2.76%,,0.04%
10-09-2025,"36,183.80","35,428.90","36,255.20","35,426.60",36.47M,2.63%,,0.19%
11-09-2025,"36,003.50","36,265.95","36,278.20","35,829.85",22.62M,-0.50%,,0.12%
12-09-2025,"36,110.75","36,331.45","36,356.65","36,025.30",24.64M,0.30%,,0.27%
15-09-2025,"35,902.20","36,139.70","36,151.45","35,686.15",15.69M,-0.58%,,0.32%
16-09-2025,"36,212.15","35,962.30","36,274.00","35,860.50",23.55M,0.86%,,0.65%
17-09-2025,"36,447.15","36,326.30","36,608.90","36,253.90",22.13M,0.65%,,0.87%
18-09-2025,"36,750.25","36,801.50","37,064.95","36,631.05",31.29M,0.83%,,0.60%
19-09-2025,"36,578.25","36,765.50","36,821.20","36,369.95",37.15M,-0.47%,,0.16%
22-09-2025,"35,500.15","35,437.90","35,781.60","35,145.10",51.03M,-2.95%,,-0.19%
23-09-2025,"35,249.10","35,477.60","35,642.70","35,177.35",29.90M,-0.71%,,-0.34%
24-09-2025,"34,994.30","35,104.05","35,193.30","34,857.70",23.61M,-0.72%,,-0.36%
25-09-2025,"34,548.30","34,914.00","35,092.40","34,460.30",29.23M,-1.27%,,-0.66%
26-09-2025,"33,702.00","34,399.20","34,477.30","33,636.55",36.99M,-2.45%,,-1.11%
29-09-2025,"33,693.10","33,900.60","33,970.05","33,606.45",31.86M,-0.03%,,-1.23%
30-09-2025,"33,655.10","33,789.70","33,922.60","33,634.30",28.77M,-0.11%,,-1.18%
01-10-2025,"33,905.20","33,702.85","34,016.60","33,432.10",24.16M,0.74%,,-0.65%
03-10-2025,"33,949.75","33,921.10","33,992.15","33,763.10",28.85M,0.13%,,-0.53%
06-10-2025,"34,722.55","33,961.40","34,743.75","33,926.65",20.36M,2.28%,,-0.10%
07-10-2025,"34,709.45","34,820.60","34,879.20","34,533.75",20.98M,-0.04%,,0.07%
08-10-2025,"35,232.25","34,664.40","35,394.55","34,607.30",23.28M,1.51%,,0.64%
09-10-2025,"35,628.50","35,315.40","35,688.35","35,174.80",21.18M,1.12%,,0.80%
10-10-2025,"35,609.05","35,705.65","35,821.30","35,321.85",25.12M,-0.05%,,0.81%
13-10-2025,"35,330.80","35,397.20","35,505.35","35,072.40",20.33M,-0.78%,,0.60%
14-10-2025,"35,214.85","35,542.85","35,766.25","35,148.40",26.30M,-0.33%,,0.53%
15-10-2025,"35,401.80","35,327.20","35,571.60","35,226.15",36.04M,0.53%,,0.28%
16-10-2025,"35,531.05","35,443.70","35,574.25","35,229.60",27.60M,0.37%,,0.34%
17-10-2025,"34,950.70","35,356.50","35,356.50","34,872.95",73.03M,-1.63%,,-0.11%
20-10-2025,"35,292.60","35,109.75","35,377.85","35,077.85",25.62M,0.98%,,-0.13%
21-10-2025,"35,299.75","35,500.90","35,564.20","35,221.55",4.70M,0.02%,,-0.12%
23-10-2025,"36,078.65","35,936.75","36,462.00","35,859.75",57.13M,2.21%,,0.31%
24-10-2025,"35,986.35","36,211.40","36,268.65","35,886.15",23.12M,-0.26%,,0.32%
27-10-2025,"36,129.10","36,075.55","36,279.40","35,962.80",29.06M,0.40%,,0.30%
28-10-2025,"35,860.40","36,088.65","36,193.15","35,677.60",27.10M,-0.74%,,0.14%
29-10-2025,"36,090.10","35,916.10","36,201.55","35,778.20",23.38M,0.64%,,0.46%
30-10-2025,"35,906.40","36,073.15","36,127.90","35,812.75",22.27M,-0.51%,,0.25%
31-10-2025,"35,712.35","35,918.55","36,050.35","35,681.05",18.54M,-0.54%,,0.17%
03-11-2025,"35,653.10","35,664.80","35,742.80","35,479.50",1.09M,-0.17%,,-0.17%
04-11-2025,"35,274.55","35,580.55","35,668.75","35,198.75",22.95M,-1.06%,,-0.28%
06-11-2025,"35,337.60","35,380.45","35,509.00","35,248.30",25.15M,0.18%,,-0.31%
07-11-2025,"35,117.65","35,233.20","35,272.55","34,732.50",21.74M,-0.62%,,-0.30%
10-11-2025,"35,688.25","35,246.95","35,855.60","35,237.20",26.71M,1.62%,,-0.16%
11-11-2025,"36,116.90","35,902.90","36,149.90","35,683.90",33.84M,1.20%,,0.09%
12-11-2025,"36,855.40","36,299.40","36,911.95","36,290.80",40.36M,2.04%,,0.46%
13-11-2025,"36,679.50","36,937.95","36,939.85","36,525.40",33.08M,-0.48%,,0.41%
14-11-2025,"36,301.25","36,392.05","36,503.00","35,957.30",24.98M,-1.03%,,0.42%
17-11-2025,"36,375.20","36,285.20","36,406.45","36,138.20",21.43M,0.20%,,0.42%
18-11-2025,"35,975.20","36,294.70","36,312.95","35,914.35",24.23M,-1.10%,,0.35%
19-11-2025,"37,044.65","36,062.20","37,116.50","36,024.45",44.58M,2.97%,,0.54%
20-11-2025,"37,043.30","37,228.05","37,278.75","36,964.35",26.30M,0.00%,,0.37%
21-11-2025,"36,885.35","36,930.25","37,096.25","36,761.55",28.54M,-0.43%,,0.02%
24-11-2025,"37,037.95","37,084.65","37,554.35","36,951.80",63.75M,0.41%,,0.15%
25-11-2025,"36,826.90","37,112.10","37,124.55","36,727.35",25.87M,-0.57%,,0.21%
26-11-2025,"37,364.60","36,881.95","37,407.00","36,881.10",23.32M,1.46%,,0.39%
27-11-2025,"37,446.30","37,487.65","37,668.55","37,208.25",22.48M,0.22%,,0.58%
